product_id,price_brl,name,category_id,description,stock_quantity,status,specs,created_at
81,599.9,Yamaha C40 Nylon Natural,5,"Violão clássico com tampo em Spruce e fundo/laterais em Meranti. Ideal para estudantes e iniciantes, com excelente projeção sonora.",12,active,"{""top"":""Spruce"",""back_sides"":""Meranti"",""neck"":""Nato"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""no"",""color"":""Natural""}",2021-03-15
82,849,Yamaha C70 Nylon Natural,5,Violão clássico de nível intermediário com tampo em Spruce sólido. Acabamento de alta qualidade e timbre equilibrado.,8,active,"{""top"":""Spruce Sólido"",""back_sides"":""Nato"",""neck"":""Nato"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""no"",""color"":""Natural""}",2021-06-20
83,429.9,Tagima Memphis AC-39 Nylon Natural,5,"Violão clássico com cordas de nylon, perfeito para quem está começando. Corpo leve e confortável para longas sessões de estudo.",15,active,"{""top"":""Linden"",""back_sides"":""Linden"",""neck"":""Nato"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""no"",""color"":""Natural""}",2020-08-10
84,689,Giannini GN-15 Nylon Cedr Natural,5,"Violão clássico Giannini com tampo em cedro. Sonoridade quente e encorpada, excelente custo-benefício para estudantes avançados.",6,active,"{""top"":""Cedro"",""back_sides"":""Sapele"",""neck"":""Cedro"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""no"",""color"":""Natural""}",2022-01-05
85,459.9,Rozini RC-104 Nylon Estudante,5,"Violão clássico de estudo da Rozini, feito com madeiras nacionais. Acabamento caprichado e preço acessível para iniciantes.",10,active,"{""top"":""Spruce"",""back_sides"":""Sapele"",""neck"":""Nato"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""no"",""color"":""Natural""}",2020-04-22
86,749,Tagima Dallas Tuner Aço Natural,5,"Violão folk com cordas de aço e afinador integrado. Corpo confortável e som brilhante, ideal para acompanhamento vocal.",9,active,"{""top"":""Spruce"",""back_sides"":""Sapele"",""neck"":""Nato"",""strings"":""steel"",""scale"":""648mm"",""electronics"":""no"",""color"":""Natural""}",2021-09-14
87,699.9,Yamaha F310 Aço Natural,5,Violão folk aço Yamaha com corpo robusto e timbre encorpado. Um dos modelos mais vendidos do mundo para iniciantes e intermediários.,14,active,"{""top"":""Spruce"",""back_sides"":""Meranti"",""neck"":""Nato"",""strings"":""steel"",""scale"":""634mm"",""electronics"":""no"",""color"":""Natural""}",2020-11-30
88,579.9,Giannini GF-1R Aço Folk Sunburst,5,Violão folk com tampo em Spruce e acabamento Sunburst clássico. Som equilibrado e visual elegante para palco e estúdio.,7,active,"{""top"":""Spruce"",""back_sides"":""Sapele"",""neck"":""Nato"",""strings"":""steel"",""scale"":""648mm"",""electronics"":""no"",""color"":""Sunburst""}",2022-05-18
89,549,Shelby SN-100 Folk Aço Preto,5,Violão folk aço com visual moderno em preto. Indicado para quem busca um instrumento versátil com boa relação custo-benefício.,5,active,"{""top"":""Linden"",""back_sides"":""Linden"",""neck"":""Nato"",""strings"":""steel"",""scale"":""648mm"",""electronics"":""no"",""color"":""Preto""}",2023-02-10
90,2399,Crafter HT-100 Folk Aço Natural,5,Violão folk de alta qualidade com tampo sólido em Spruce Engelmann. Projeção sonora superior e acabamento impecável.,3,active,"{""top"":""Spruce Engelmann Sólido"",""back_sides"":""Mogno"",""neck"":""Mogno"",""strings"":""steel"",""scale"":""648mm"",""electronics"":""no"",""color"":""Natural""}",2021-07-25
91,899,Tagima Woodstock Dreadnought Natural,5,Violão dreadnought com corpo amplo e som potente. Excelente para fingerpicking e strumming com projeção impressionante.,11,active,"{""top"":""Spruce"",""back_sides"":""Sapele"",""neck"":""Nato"",""strings"":""steel"",""scale"":""650mm"",""electronics"":""no"",""color"":""Natural""}",2022-03-08
92,1299,Yamaha FG800 Dreadnought Natural,5,Violão dreadnought Yamaha com tampo sólido em Spruce. Tecnologia de bracing exclusiva para som rico e encorpado.,7,active,"{""top"":""Spruce Sólido"",""back_sides"":""Nato"",""neck"":""Nato"",""strings"":""steel"",""scale"":""650mm"",""electronics"":""no"",""color"":""Natural""}",2020-06-15
93,11499,Martin D-28 Dreadnought Natural,5,Lendário violão Martin D-28 com tampo sólido em Sitka Spruce e fundo em Rosewood. Referência mundial em sonoridade e construção.,2,active,"{""top"":""Sitka Spruce Sólido"",""back_sides"":""East Indian Rosewood"",""neck"":""Select Hardwood"",""strings"":""steel"",""scale"":""645mm"",""electronics"":""no"",""color"":""Natural""}",2023-01-20
94,5999,Taylor 110e Dreadnought Natural,5,Violão dreadnought Taylor com tampo sólido em Sitka Spruce e eletrônica ES2. Perfeito para palco com som amplificado de alta fidelidade.,4,active,"{""top"":""Sitka Spruce Sólido"",""back_sides"":""Walnut"",""neck"":""Tropical Mahogany"",""strings"":""steel"",""scale"":""648mm"",""electronics"":""yes"",""color"":""Natural""}",2022-09-12
95,2199,Takamine GD20 Dreadnought Natural,5,Violão dreadnought Takamine com tampo sólido em cedro. Excelente para fingerstyle com timbre quente e definido.,5,active,"{""top"":""Cedro Sólido"",""back_sides"":""Sapele"",""neck"":""Mogno"",""strings"":""steel"",""scale"":""650mm"",""electronics"":""no"",""color"":""Natural""}",2021-11-03
96,799.9,Giannini GF-3D Dreadnought Sunburst,5,"Violão dreadnought com corpo amplo e acabamento Sunburst. Volume alto e graves profundos, ideal para country e pop.",0,active,"{""top"":""Spruce"",""back_sides"":""Sapele"",""neck"":""Nato"",""strings"":""steel"",""scale"":""650mm"",""electronics"":""no"",""color"":""Sunburst""}",2020-02-28
97,4599,Crafter D-8 Dreadnought Natural,5,Violão dreadnought premium com tampo sólido em Spruce Sitka e fundo em Rosewood. Acabamento artesanal e som excepcional.,2,active,"{""top"":""Sitka Spruce Sólido"",""back_sides"":""Rosewood"",""neck"":""Mogno"",""strings"":""steel"",""scale"":""650mm"",""electronics"":""no"",""color"":""Natural""}",2023-05-14
98,3499,Yamaha NTX1 Elétrico Nylon Natural,5,Violão eletroacústico com cordas de nylon e captação Atmosfeel. Braço estreito e corpo fino para conforto máximo em apresentações ao vivo.,6,active,"{""top"":""Spruce Sólido"",""back_sides"":""Nato"",""neck"":""Nato"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""yes"",""color"":""Natural""}",2022-04-20
99,1199,Tagima Classical Elétrico Nylon Sunburst,5,Violão eletroacústico nylon com pré-amplificador e afinador embutido. Versátil para palco e estúdio com excelente resposta tonal.,8,active,"{""top"":""Spruce"",""back_sides"":""Sapele"",""neck"":""Nato"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""yes"",""color"":""Sunburst""}",2021-08-07
100,3299,Takamine GC5CE Elétrico Nylon Natural,5,Violão eletroacústico clássico com captação TP-4T e tampo sólido em Spruce. Ideal para músicos profissionais que precisam de amplificação.,3,active,"{""top"":""Spruce Sólido"",""back_sides"":""Rosewood"",""neck"":""Mogno"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""yes"",""color"":""Natural""}",2023-07-30
101,1049,Giannini GNF-3 CEQ Elétrico Nylon Natural,5,Violão eletroacústico nylon Giannini com equalizador de 4 bandas. Construção robusta e som amplificado de qualidade profissional.,4,active,"{""top"":""Spruce"",""back_sides"":""Sapele"",""neck"":""Nato"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""yes"",""color"":""Natural""}",2020-10-15
102,3899,Crafter CE-15 Elétrico Nylon Natural,5,Violão eletroacústico nylon Crafter com sistema de captação LR Baggs. Tampo sólido e projeção excepcional tanto acústica quanto amplificada.,2,active,"{""top"":""Cedro Sólido"",""back_sides"":""Rosewood"",""neck"":""Mogno"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""yes"",""color"":""Natural""}",2024-01-10
103,1349,Tagima Vegas Elétrico Aço Natural,5,Violão eletroacústico aço com corpo Folk e captação ativa. Som brilhante amplificado com presença marcante nos médios.,9,active,"{""top"":""Spruce"",""back_sides"":""Sapele"",""neck"":""Nato"",""strings"":""steel"",""scale"":""648mm"",""electronics"":""yes"",""color"":""Natural""}",2022-06-25
104,1899,Yamaha APX600 Elétrico Aço Preto,5,Violão eletroacústico Yamaha com corpo slim e captação piezo. Design moderno e confortável para performances no palco.,7,active,"{""top"":""Spruce"",""back_sides"":""Nato"",""neck"":""Nato"",""strings"":""steel"",""scale"":""634mm"",""electronics"":""yes"",""color"":""Preto""}",2021-04-18
105,4199,Takamine GN51CE Elétrico Aço Natural,5,Violão eletroacústico NEX com tampo sólido em Spruce e pré-amplificador CTP-3. Versatilidade tonal para diversos estilos musicais.,3,active,"{""top"":""Spruce Sólido"",""back_sides"":""Walnut"",""neck"":""Mogno"",""strings"":""steel"",""scale"":""648mm"",""electronics"":""yes"",""color"":""Natural""}",2023-03-05
106,7499,Taylor 214ce Elétrico Aço Natural,5,Violão eletroacústico Taylor Grand Auditorium com tampo sólido em Sitka Spruce. Sistema ES2 para som amplificado cristalino.,2,active,"{""top"":""Sitka Spruce Sólido"",""back_sides"":""Layered Rosewood"",""neck"":""Tropical Mahogany"",""strings"":""steel"",""scale"":""648mm"",""electronics"":""yes"",""color"":""Natural""}",2024-02-14
107,799,Shelby SGD-195E Elétrico Aço Sunburst,5,Violão eletroacústico dreadnought com captação e afinador integrado. Boa opção de custo-benefício para quem precisa de amplificação.,6,active,"{""top"":""Spruce"",""back_sides"":""Sapele"",""neck"":""Nato"",""strings"":""steel"",""scale"":""650mm"",""electronics"":""yes"",""color"":""Sunburst""}",2022-12-01
108,12000,Martin D-28E Elétrico Aço Natural,5,O lendário Martin D-28 com captação LR Baggs Anthem. Todo o timbre clássico do D-28 com amplificação de nível profissional.,1,active,"{""top"":""Sitka Spruce Sólido"",""back_sides"":""East Indian Rosewood"",""neck"":""Select Hardwood"",""strings"":""steel"",""scale"":""645mm"",""electronics"":""yes"",""color"":""Natural""}",2024-05-20
109,1299,Rozini RV-174 7 Cordas Nylon Natural,5,Violão 7 cordas com tampo em Spruce e braço reforçado. Ideal para choro e samba com baixaria rica e definida.,5,active,"{""top"":""Spruce"",""back_sides"":""Sapele"",""neck"":""Cedro"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""no"",""color"":""Natural""}",2020-09-08
110,1149,Giannini GWNE-7 7 Cordas Nylon Natural,5,Violão de 7 cordas Giannini para choro e MPB. Construção brasileira tradicional com excelente resposta nos graves.,4,active,"{""top"":""Spruce"",""back_sides"":""Sapele"",""neck"":""Cedro"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""no"",""color"":""Natural""}",2021-01-22
111,1699,Rozini RV-175 7 Cordas Elétrico Natural,5,Violão 7 cordas eletroacústico com captação sob o tampo. Perfeito para rodas de choro amplificadas e gravações em estúdio.,3,active,"{""top"":""Spruce Sólido"",""back_sides"":""Jacarandá"",""neck"":""Cedro"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""yes"",""color"":""Natural""}",2022-07-15
112,999,Tagima TW-7 7 Cordas Aço Natural,5,Violão 7 cordas com cordas de aço para estilos que exigem projeção extra. Braço confortável com tensor regulável.,6,active,"{""top"":""Spruce"",""back_sides"":""Sapele"",""neck"":""Nato"",""strings"":""steel"",""scale"":""650mm"",""electronics"":""no"",""color"":""Natural""}",2023-04-10
113,749,Shelby SN-7C 7 Cordas Nylon Natural,5,Violão 7 cordas clássico com acabamento natural e braço em cedro. Boa opção para estudantes de choro que buscam qualidade acessível.,0,discontinued,"{""top"":""Linden"",""back_sides"":""Linden"",""neck"":""Cedro"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""no"",""color"":""Natural""}",2020-03-05
114,1699,Yamaha CG162S Nylon Natural,5,Violão clássico Yamaha com tampo sólido em Spruce Engelmann. Acabamento refinado e sonoridade de concerto para estudantes avançados.,4,active,"{""top"":""Spruce Engelmann Sólido"",""back_sides"":""Ovangkol"",""neck"":""Nato"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""no"",""color"":""Natural""}",2023-09-18
115,2499,Takamine GC1CE Elétrico Nylon Natural,5,Violão eletroacústico clássico Takamine com tampo sólido em Spruce e pré TP-4T. Excelente para apresentações ao vivo com som natural.,5,active,"{""top"":""Spruce Sólido"",""back_sides"":""Sapele"",""neck"":""Mogno"",""strings"":""nylon"",""scale"":""650mm"",""electronics"":""yes"",""color"":""Natural""}",2024-03-22
116,199.9,Kala KA-15S Soprano Mogno,9,"Ukulele soprano Kala com corpo em mogno e cordas Aquila. Som doce e tradicional, perfeito para iniciantes e viajantes.",15,active,"{""top"":""Mogno"",""back_sides"":""Mogno"",""neck"":""Mogno"",""strings"":""nylon"",""scale"":""346mm"",""electronics"":""no"",""color"":""Natural""}",2021-05-12
117,249.9,Ohana SK-10 Soprano Natural,9,"Ukulele soprano Ohana com acabamento acetinado e cordas Aquila. Construção leve e timbre claro, ótimo custo-benefício.",10,active,"{""top"":""Mogno"",""back_sides"":""Mogno"",""neck"":""Mogno"",""strings"":""nylon"",""scale"":""346mm"",""electronics"":""no"",""color"":""Natural""}",2022-02-28
118,179.9,Kalani KAL-300S Soprano Natural,9,Ukulele soprano Kalani com tampo em Spruce e corpo em Sapele. Projeção surpreendente para um instrumento compacto.,12,active,"{""top"":""Spruce"",""back_sides"":""Sapele"",""neck"":""Nato"",""strings"":""nylon"",""scale"":""346mm"",""electronics"":""no"",""color"":""Natural""}",2020-07-19
119,159.9,Shelby SU-21S Soprano Sunburst,9,Ukulele soprano com acabamento Sunburst e escala em Rosewood. Visual clássico e som alegre para músicos de todos os níveis.,8,active,"{""top"":""Linden"",""back_sides"":""Linden"",""neck"":""Nato"",""strings"":""nylon"",""scale"":""346mm"",""electronics"":""no"",""color"":""Sunburst""}",2021-10-03
120,349.9,Kala KA-C Concert Mogno,9,Ukulele concert Kala com corpo em mogno maciço e acabamento acetinado. Escala maior para mais conforto e volume.,9,active,"{""top"":""Mogno"",""back_sides"":""Mogno"",""neck"":""Mogno"",""strings"":""nylon"",""scale"":""381mm"",""electronics"":""no"",""color"":""Natural""}",2022-08-14
121,549,Ohana CK-20 Concert Natural,9,Ukulele concert Ohana com tampo sólido em Spruce e fundo em Mogno. Tom equilibrado e sustain impressionante para a categoria.,6,active,"{""top"":""Spruce Sólido"",""back_sides"":""Mogno"",""neck"":""Mogno"",""strings"":""nylon"",""scale"":""381mm"",""electronics"":""no"",""color"":""Natural""}",2023-06-20
122,479,Kalani KAL-500C Concert Elétrico Natural,9,Ukulele concert eletroacústico com captação piezo e pré-amplificador. Versátil para palco e estúdio com timbre amplificado fiel.,5,active,"{""top"":""Mogno"",""back_sides"":""Mogno"",""neck"":""Mogno"",""strings"":""nylon"",""scale"":""381mm"",""electronics"":""yes"",""color"":""Natural""}",2024-04-08
123,899,Kala KA-SMHCE Concert Elétrico Mogno,9,Ukulele concert eletroacústico Kala com tampo sólido em mogno e captação. Acabamento premium e som rico para performances profissionais.,3,active,"{""top"":""Mogno Sólido"",""back_sides"":""Mogno"",""neck"":""Mogno"",""strings"":""nylon"",""scale"":""381mm"",""electronics"":""yes"",""color"":""Natural""}",2023-11-15
124,449.9,Kala KA-T Tenor Mogno,9,Ukulele tenor Kala em mogno com escala estendida para maior conforto. Graves mais presentes e volume superior ao soprano e concert.,7,active,"{""top"":""Mogno"",""back_sides"":""Mogno"",""neck"":""Mogno"",""strings"":""nylon"",""scale"":""432mm"",""electronics"":""no"",""color"":""Natural""}",2021-12-10
125,1299,Ohana TK-35G Tenor Sólido Natural,9,Ukulele tenor Ohana com tampo sólido em Spruce e fundo em Acácia. Projeção e definição excepcionais para músicos exigentes.,2,active,"{""top"":""Spruce Sólido"",""back_sides"":""Acácia"",""neck"":""Mogno"",""strings"":""nylon"",""scale"":""432mm"",""electronics"":""no"",""color"":""Natural""}",2024-06-01
126,1599,Kala KA-SRT-CTG Tenor Elétrico Cedar,9,"Ukulele tenor eletroacústico com tampo sólido em cedro e captação. Som quente e encorpado amplificado, ideal para apresentações ao vivo.",4,active,"{""top"":""Cedro Sólido"",""back_sides"":""Acácia"",""neck"":""Mogno"",""strings"":""nylon"",""scale"":""432mm"",""electronics"":""yes"",""color"":""Natural""}",2023-08-22
127,359,Kalani KAL-700T Tenor Natural,9,Ukulele tenor Kalani com corpo em Sapele e tampo em Spruce. Boa relação custo-benefício para quem busca um instrumento maior.,11,active,"{""top"":""Spruce"",""back_sides"":""Sapele"",""neck"":""Nato"",""strings"":""nylon"",""scale"":""432mm"",""electronics"":""no"",""color"":""Natural""}",2022-10-30
128,599,Kala KA-B Barítono Mogno,9,"Ukulele barítono Kala em mogno com afinação em DGBE. Corpo amplo com graves profundos, uma ponte entre o ukulele e o violão.",4,active,"{""top"":""Mogno"",""back_sides"":""Mogno"",""neck"":""Mogno"",""strings"":""nylon"",""scale"":""502mm"",""electronics"":""no"",""color"":""Natural""}",2021-02-17
129,1899,Ohana BK-35E Barítono Elétrico Natural,9,Ukulele barítono eletroacústico com tampo sólido e captação integrada. Projeção impressionante e versatilidade para músicos de palco.,1,active,"{""top"":""Spruce Sólido"",""back_sides"":""Acácia"",""neck"":""Mogno"",""strings"":""nylon"",""scale"":""502mm"",""electronics"":""yes"",""color"":""Natural""}",2024-01-30
130,1749,Kala KA-ABP-CTG Barítono Cedar,9,"Ukulele barítono premium com tampo sólido em cedro e fundo em Pau Ferro. Sonoridade madura e profunda, perfeito para arranjos complexos.",2,coming_soon,"{""top"":""Cedro Sólido"",""back_sides"":""Pau Ferro"",""neck"":""Mogno"",""strings"":""nylon"",""scale"":""502mm"",""electronics"":""no"",""color"":""Natural""}",2025-05-15
145,12500,Fender Stratocaster American Pro II,1,Guitarra elétrica Fender Stratocaster com 3 captadores V-Mod II single-coil. Clássico timbre brilhante e versátil para diversos estilos.,5,active,"{""body"":""Alder"",""neck"":""Maple"",""strings"":""6"",""color"":""Sunburst""}",2023-01-15
131,18900,Gibson Les Paul Standard '50s,1,"Guitarra elétrica Gibson Les Paul com captadores Burstbucker. Timbre encorpado e sustain infinito, ideal para rock e blues.",2,active,"{""body"":""Mahogany"",""neck"":""Mahogany"",""strings"":""6"",""color"":""Heritage Cherry Sunburst""}",2022-11-10
132,7500,Ibanez RG550 Genesis Collection,1,Guitarra elétrica Ibanez RG com ponte Edge tremolo e captadores V7/S1/V8. Braço Super Wizard super rápido para shred e metal.,8,active,"{""body"":""Basswood"",""neck"":""Maple/Walnut"",""strings"":""6"",""color"":""Desert Sun Yellow""}",2023-05-20
133,6800,PRS SE Custom 24,1,"Guitarra elétrica PRS SE com 24 trastes e captadores 85/15 ""S"". Versatilidade incrível com split de bobina e visual deslumbrante.",12,active,"{""body"":""Mahogany/Maple"",""neck"":""Maple"",""strings"":""6"",""color"":""Eriza Verde""}",2024-02-05
134,5400,Fender Telecaster Player Series,1,"Guitarra elétrica Fender Telecaster com 2 captadores Player Series Alnico 5. O autêntico ""twang"" da Fender com tocabilidade moderna.",15,active,"{""body"":""Alder"",""neck"":""Maple"",""strings"":""6"",""color"":""Butterscotch Blonde""}",2023-08-12
135,8732,Music Man Bass 1X Electric Bass,2,Contrabaixo elétrico Fender Jazz Bass com corpo em Alder e dois captadores single-coil. Timbre estalado e versatilidade lendária para funk e rock.,9,active,"{""body"": ""Ash"", ""neck"": ""Maple"", ""strings"": ""4"", ""color"": ""Red""}",2023-06-20
136,441,Ibanez Bass 2X Electric Bass,2,"Contrabaixo Precision de 4 cordas com captação split-coil. O clássico peso e punch nos graves, perfeito para gravações em estúdio.",13,discontinued,"{""body"": ""Ash"", ""neck"": ""Maple"", ""strings"": ""4"", ""color"": ""Red""}",2021-08-07
137,11445,Yamaha Bass 3X Electric Bass,2,Contrabaixo ativo de 5 cordas Ibanez com equalizador de 3 bandas. Braço rápido e confortável para linhas de baixo modernas e slap.,11,active,"{""body"": ""Ash"", ""neck"": ""Maple"", ""strings"": ""4"", ""color"": ""Black""}",2023-07-30
138,7157,Music Man Bass 4X Electric Bass,2,Contrabaixo elétrico Music Man StingRay com captador humbucker na ponte. Ataque agressivo e definição impecável para rock e metal.,9,active,"{""body"": ""Ash"", ""neck"": ""Maple"", ""strings"": ""4"", ""color"": ""Black""}",2020-10-15
139,4439,Bateria Acústica Yamaha Kit 1 Studio,3,Bateria acústica Pearl Export com cascos em Poplar e mogno asiático. Sonoridade encorpada e ferragens reforçadas para o dia a dia.,8,active,"{""shells"": ""Maple"", ""pieces"": ""5"", ""hardware"": ""included"", ""color"": ""Blue""}",2024-01-10
140,13285,Bateria Acústica Pearl Kit 2 Studio,3,Bateria acústica Tama com cascos 100% Birch e sistema de suspensão Star-Mount. Ataque explosivo e excelente projeção em palcos.,7,active,"{""shells"": ""Maple"", ""pieces"": ""5"", ""hardware"": ""included"", ""color"": ""Black""}",2022-06-25
141,14922,Bateria Acústica Yamaha Kit 3 Studio,3,Bateria acústica Yamaha Stage Custom com bumbos profundos e ferragens inclusas. O padrão de confiabilidade e som focado para shows e ensaios.,8,active,"{""shells"": ""Maple"", ""pieces"": ""5"", ""hardware"": ""included"", ""color"": ""Wine Red""}",2021-04-18
142,1127,Teclado Sintetizador Korg Synth 1 Pro,4,Sintetizador workstation Roland com 88 teclas pesadas e motor sonoro SuperNATURAL. Ideal para produções complexas e arranjos ao vivo.,2,active,"{""keys"": ""61"", ""type"": ""Synthesizer"", ""polyphony"": ""128"", ""color"": ""Black""}",2023-03-05
143,19567,Teclado Sintetizador Nord Synth 2 Pro,4,"Piano de palco Nord Stage com seções independentes de piano, órgão e synth. Interface intuitiva e qualidade sonora padrão da indústria.",3,active,"{""keys"": ""61"", ""type"": ""Synthesizer"", ""polyphony"": ""128"", ""color"": ""Black""}",2022-01-05
144,9351,Teclado Sintetizador Roland Synth 3 Pro,4,Teclado arranjador Yamaha com 61 teclas sensitivas e acompanhamentos realistas. Ótima opção de custo-benefício para estudantes e apresentações solo.,8,active,"{""keys"": ""61"", ""type"": ""Synthesizer"", ""polyphony"": ""128"", ""color"": ""Black""}",2020-04-22